X-Men Origins: Wolverine;2009
Angels & Demons;2009
G-Force;2009
Star Trek;2009
Watchmen;2009
The Princess and the Frog;2009
Public Enemies;2009
The Taking of Pelham 1 2 3;2009
Land of the Lost;2009
The Lovely Bones;2009
Cloudy with a Chance of Meatballs;2009
Ice Age: Dawn of the Dinosaurs;2009
Sherlock Holmes;2009
It's Complicated;2009
Surrogates;2009
Nine;2009
Hotel for Dogs;2009
Carriers;2009
Funny People;2009
Inglourious Basterds;2009
Alvin and the Chipmunks: The Squeakquel;2009
Couples Retreat;2009
This Is It;2009
Coraline;2009
Year One;2009
Invictus;2009
State of Play;2009
Duplicity;2009
Did You Hear About the Morgans?;2009
Imagine That;2009
Law Abiding Citizen;2009
The Twilight Saga: New Moon;2009
Knowing;2009
Race to Witch Mountain;2009
Ninja Assassin;2009
The International;2009
Gamer;2009
Aliens in the Attic;2009
Brüno;2009
The Proposal;2009
He's Just Not That Into You;2009
Julie & Julia;2009
I Love You, Man;2009
17 Again;2009
The Final Destination;2009
Fantastic Mr. Fox;2009
Cirque du Freak: The Vampire's Assistant;2009
The Time Traveler's Wife;2009
The Ugly Truth;2009
Precious;2009
The Hangover;2009
The Blind Side;2009
Old Dogs;2009
Underworld: Rise of the Lycans;2009
Whiteout;2009
Black Water Transit;2009
Hannah Montana: The Movie;2009
Up in the Air;2009
Bride Wars;2009
Drag Me to Hell;2009
9;2009
Dragonball: Evolution;2009
Taking Woodstock;2009
My Sister's Keeper;2009
Case 39;2009
Paul Blart: Mall Cop;2009
Dance Flick;2009
The Box;2009
The Road;2009
Bad Lieutenant: Port of Call New Orleans;2009
The Men Who Stare at Goats;2009
Zombieland;2009
The Informant!;2009
Away We Go;2009
Orphan;2009
The Stepfather;2009
Shorts;2009
Capitalism: A Love Story;2009
Armored;2009
Crank: High Voltage;2009
12 Rounds;2009
Everybody's Fine;2009
Bandslam;2009
I Can Do Bad All by Myself;2009
The Invention of Lying;2009
Observe and Report;2009
Love Happens;2009
Fame;2009
Youth in Revolt;2009
Madea Goes to Jail;2009
Brooklyn's Finest;2009
My Life in Ruins;2009
The Unborn;2009
Jennifer's Body;2009
Hachi: A Dog's Tale;2009
Halloween II;2009
The Last House on the Left;2009
All About Steve;2009
Whip It;2009
Post Grad;2009
Whatever Works;2009
My Bloody Valentine;2009
A Perfect Getaway;2009
Chloe;2009
Brothers;2009
Sorority Row;2009
Solitary Man;2009
The Fourth Kind;2009
The Goods: Live Hard, Sell Hard;2009
The Joneses;2009
World's Greatest Dad;2009
The Open Road;2009
The Good Guy;2009
Motherhood;2009
The Janky Promoters;2009
The Devil's Tomb;2009
Adventureland;2009
Gentlemen Broncos;2009
Princess Kaiulani;2009
Veronika Decides to Die;2009
Crazy Heart;2009
New in Town;2009
The Boondock Saints II: All Saints Day;2009
The City of Your Final Destination;2009
Extract;2009
The Hole;2009
500 Days of Summer;2009
A Serious Man;2009
Get Low;2009
A Single Man;2009
The Mighty Macs;2009
Mother and Child;2009
I Hope They Serve Beer in Hell;2009
The Messenger;2009
City Island;2009
Miss March;2009
The Greatest;2009
Don McKay;2009
Not Easily Broken;2009
Dead Like Me: Life After Death;2009
Flying By;2009
Life During Wartime;2009
After.Life;2009
Survival of the Dead;2009
Down for Life;2009
2:13;2009
Adam;2009
Next Day Air;2009
Chain Letter;2009
The Deported;2009
Tanner Hall;2009
Chicago Overcoat;2009
Saint John of Las Vegas;2009
The Missing Person;2009
Forget Me Not;2009
The House of the Devil;2009
16 to Life;2009
Frat Party;2009
ZMD: Zombies of Mass Destruction;2009
Steppin: The Movie;2009
Bled;2009
B-Girl;2009
To Save a Life;2009
My Dog Tulip;2009
Royal Kill;2009
Ink;2009
The Horse Boy;2009
The Exploding Girl;2009
Breaking Upwards;2009
Tangled;2010
Robin Hood;2010
Alice in Wonderland;2010
TRON: Legacy;2010
Toy Story 3;2010
Prince of Persia: The Sands of Time;2010
Iron Man 2;2010
Shrek Forever After;2010
How to Train Your Dragon;2010
Inception;2010
The Sorcerer's Apprentice;2010
The Chronicles of Narnia: The Voyage of the Dawn Treader;2010
The Wolfman;2010
The Last Airbender;2010
Salt;2010
Megamind;2010
Clash of the Titans;2010
How Do You Know;2010
Knight and Day;2010
Gulliver's Travels;2010
Little Fockers;2010
The Other Guys;2010
The Tourist;2010
Legend of the Guardians: The Owls of Ga'Hoole;2010
Sex and the City 2;2010
Unstoppable;2010
Scott Pilgrim vs. the World;2010
Cats & Dogs: The Revenge of Kitty Galore;2010
The Expendables;2010
Shutter Island;2010
The Book of Eli;2010
Yogi Bear;2010
Grown Ups;2010
Killers;2010
Wall Street: Money Never Sleeps;2010
The Twilight Saga: Eclipse;2010
Despicable Me;2010
Dinner for Schmucks;2010
Due Date;2010
Eat Pray Love;2010
RED;2010
Date Night;2010
Burlesque;2010
Valentine's Day;2010
Marmaduke;2010
Hereafter;2010
Fair Game;2010
Jonah Hex;2010
The Bounty Hunter;2010
Charlie St. Cloud;2010
The Social Network;2010
Get Him to the Greek;2010
Predators;2010
Morning Glory;2010
The Town;2010
Cop Out;2010
Hot Tub Time Machine;2010
True Grit;2010
Secretariat;2010
The Back-up Plan;2010
Furry Vengeance;2010
Takers;2010
Repo Men;2010
Going the Distance;2010
Extraordinary Measures;2010
Letters to Juliet;2010
Step Up 3D;2010
The Next Three Days;2010
Love & Other Drugs;2010
The Spy Next Door;2010
Legion;2010
Dear John;2010
The Losers;2010
Don't Be Afraid of the Dark;2010
My Soul to Take;2010
The Conspirator;2010
Love Ranch;2010
Piranha 3D;2010
Faster;2010
Stone;2010
For Colored Girls;2010
Jackass 3D;2010
The Last Song;2010
Why Did I Get Married Too?;2010
The American;2010
Vampires Suck;2010
The Debt;2010
You Again;2010
She's Out of My League;2010
Alpha and Omega;2010
All Good Things;2010
Dylan Dog: Dead of Night;2010
The Tempest;2010
The Switch;2010
The Crazies;2010
Leap Year;2010
127 Hours;2010
Lottery Ticket;2010
Remember Me;2010
Diary of a Wimpy Kid;2010
Ramona and Beezus;2010
You Will Meet a Tall Dark Stranger;2010
Our Family Wedding;2010
Flipped;2010
Black Swan;2010
The Killer Inside Me;2010
Machete;2010
Just Wright;2010
The Fighter;2010
Devil;2010
Skyline;2010
MacGruber;2010
Blood Done Sign My Name;2010
Good Intentions;2010
The Runaways;2010
Easy A;2010
It's Kind of a Funny Story;2010
Cyrus;2010
Somewhere;2010
Hesher;2010
The Extra Man;2010
Ca$h;2010
The 5th Quarter;2010
Standing Ovation;2010
Everything Must Go;2010
Rabbit Hole;2010
The Kids Are All Right;2010
Trust;2010
Stake Land;2010
Beginners;2010
Paranormal Activity 2;2010
Please Give;2010
Letters to God;2010
Barry Munday;2010
Freakonomics;2010
8: The Mormon Proposition;2010
Super;2010
Christmas Mail;2010
Redemption Road;2010
Lies in Plain Sight;2010
Winter's Bone;2010
Inside Job;2010
Meek's Cutoff;2010
The Virginity Hit;2010
Nine Dead;2010
I Spit on Your Grave;2010
N-Secure;2010
Insidious;2010
Mooz-Lum;2010
Amigo;2010
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It;2010
The Dead Undead;2010
Blue Valentine;2010
The Perfect Host;2010
I Want Your Money;2010
3 Backyards;2010
Anderson's Cross;2010
Death Calls;2010
The Christmas Bunny;2010
The Grace Card;2010
Super Hybrid;2010
Tiny Furniture;2010
Pirates of the Caribbean: On Stranger Tides;2011
Cars 2;2011
Green Lantern;2011
Transformers: Dark of the Moon;2011
Hugo;2011
X-Men: First Class;2011
Thor;2011
Kung Fu Panda 2;2011
Mars Needs Moms;2011
Mission: Impossible - Ghost Protocol;2011
Captain America: The First Avenger;2011
Rango;2011
Puss in Boots;2011
The Adventures of Tintin;2011
Fast Five;2011
Sherlock Holmes: A Game of Shadows;2011
The Green Hornet;2011
The Smurfs;2011
Real Steel;2011
Rise of the Planet of the Apes;2011
The Girl with the Dragon Tattoo;2011
Rio;2011
Tower Heist;2011
The Hangover Part II;2011
Alvin and the Chipmunks: Chipwrecked;2011
Just Go with It;2011
Zookeeper;2011
Jack and Jill;2011
Immortals;2011
Sucker Punch;2011
Battle Los Angeles;2011
War Horse;2011
The Dilemma;2011
Hall Pass;2011
Hop;2011
Contagion;2011
Priest;2011
Ghost Rider: Spirit of Vengeance;2011
Mr. Popper's Penguins;2011
The Change-Up;2011
The Adjustment Bureau;2011
Super 8;2011
We Bought a Zoo;2011
Crazy, Stupid, Love.;2011
Moneyball;2011
I Am Number Four;2011
Your Highness;2011
Dream House;2011
Drive Angry;2011
The Muppets;2011
Johnny English Reborn;2011
The Mechanic;2011
Red Riding Hood;2011
The Big Year;2011
The Lincoln Lawyer;2011
Paul;2011
Scream 4;2011
Final Destination 5;2011
Extremely Loud & Incredibly Close;2011
Water for Elephants;2011
Dolphin Tale;2011
The Rite;2011
Horrible Bosses;2011
Friends with Benefits;2011
In Time;2011
Something Borrowed;2011
J. Edgar;2011
Abduction;2011
The Tree of Life;2011
The Darkest Hour;2011
Bridesmaids;2011
Big Mommas: Like Father, Like Son;2011
Source Code;2011
Hanna;2011
Larry Crowne;2011
Winnie the Pooh;2011
Sanctum;2011
Fright Night;2011
Hoodwinked Too! Hood vs. Evil;2011
Machine Gun Preacher;2011
Spy Kids: All the Time in the World in 4D;2011
New Year's Eve;2011
The Help;2011
No Strings Attached;2011
The Grey;2011
The Sitter;2011
Shark Night 3D;2011
Warrior;2011
Straw Dogs;2011
I Don't Know How She Does It;2011
The Ides of March;2011
The Beaver;2011
The Descendants;2011
A Very Harold & Kumar 3D Christmas;2011
What's Your Number?;2011
Bad Teacher;2011
Take Me Home Tonight;2011
Diary of a Wimpy Kid: Rodrick Rules;2011
Soul Surfer;2011
Beastly;2011
The Roommate;2011
Drive;2011
One Day;2011
The Son of No One;2011
Margaret;2011
Justin Bieber: Never Say Never;2011
In the Land of Blood and Honey;2011
Young Adult;2011
Cedar Rapids;2011
Jeff, Who Lives at Home;2011
Bucky Larson: Born to Be a Star;2011
A Better Life;2011
Killer Joe;2011
Detention;2011
Glee: The 3D Concert Movie;2011
50/50;2011
Prom;2011
Jumping the Broom;2011
Twixt;2011
Bernie;2011
The Hit List;2011
Salvation Boulevard;2011
Paranormal Activity 3;2011
Our Idiot Brother;2011
Apollo 18;2011
We Have Your Husband;2011
Take Shelter;2011
Without Men;2011
Red State;2011
Samsara;2011
The Art of Getting By;2011
Another Happy Day;2011
Margin Call;2011
August;2011
Damsels in Distress;2011
Fort McCoy;2011
Never Back Down 2: The Beatdown;2011
Go for It!;2011
Courageous;2011
The Legend of Hell's Gate: An American Conspiracy;2011
Higher Ground;2011
The Greatest Movie Ever Sold;2011
The Lion of Judah;2011
October Baby;2011
Martha Marcy May Marlene;2011
My Last Day Without You;2011
L!fe Happens;2011
Kevin Hart: Laugh at My Pain;2011
The Innkeepers;2011
The Harvest/La Cosecha;2011
High Road;2011
Sholem Aleichem: Laughing in the Darkness;2011
Enter Nowhere;2011
Some Guy Who Kills People;2011
Like Crazy;2011
Another Earth;2011
Sound of My Voice;2011
Your Sister's Sister;2011
The FP;2011
Absentia;2011
Raymond Did It;2011
The Ridges;2011
All Superheroes Must Die;2011
Newlyweds;2011
The Dark Knight Rises;2012
John Carter;2012
The Avengers;2012
Men in Black 3;2012
The Amazing Spider-Man;2012
Battleship;2012
Brave;2012
Snow White and the Huntsman;2012
Wreck-It Ralph;2012
The Hobbit: An Unexpected Journey;2012
Wrath of the Titans;2012
Dark Shadows;2012
Madagascar 3: Europe's Most Wanted;2012
Rise of the Guardians;2012
The Twilight Saga: Breaking Dawn - Part 2;2012
The Bourne Legacy;2012
Life of Pi;2012
Prometheus;2012
Django Unchained;2012
The Expendables 2;2012
The Campaign;2012
Ice Age: Continental Drift;2012
Hotel Transylvania;2012
Safe House;2012
Mirror Mirror;2012
The Hunger Games;2012
Journey 2: The Mysterious Island;2012
Underworld: Awakening;2012
Rock of Ages;2012
Abraham Lincoln: Vampire Hunter;2012
Lincoln;2012
Les Misérables;2012
The Dictator;2012
This Means War;2012
Jack Reacher;2012
ParaNorman;2012
Trouble with the Curve;2012
Red Tails;2012
That's My Boy;2012
The Watch;2012
Bullet to the Head;2012
Zero Dark Thirty;2012
Ted;2012
American Reunion;2012
Savages;2012
Foodfight!;2012
Argo;2012
21 Jump Street;2012
Here Comes the Boom;2012
One for the Money;2012
Man on a Ledge;2012
The Odd Life of Timothy Green;2012
The Guilt Trip;2012
Big Miracle;2012
A Thousand Words;2012
Frankenweenie;2012
The Master;2012
What to Expect When You're Expecting;2012
This Is 40;2012
Alex Cross;2012
Premium Rush;2012
Stolen;2012
Playing for Keeps;2012
Step Up Revolution;2012
Safe;2012
Wanderlust;2012
Flight;2012
The Vow;2012
Looper;2012
Hope Springs;2012
The Three Stooges;2012
The Cabin in the Woods;2012
The Five-Year Engagement;2012
Joyful Noise;2012
The Raven;2012
Parental Guidance;2012
The Lucky One;2012
Contraband;2012
The Possession;2012
Cirque du Soleil: Worlds Away;2012
Diary of a Wimpy Kid: Dog Days;2012
Hit and Run;2012
To Rome with Love;2012
Silver Linings Playbook;2012
Madea's Witness Protection;2012
Chasing Mavericks;2012
The Cold Light of Day;2012
The Oogieloves in the Big Balloon Adventure;2012
Won't Back Down;2012
Pitch Perfect;2012
The Apparition;2012
Moonrise Kingdom;2012
Vamps;2012
End of Watch;2012
The Place Beyond the Pines;2012
Killing Them Softly;2012
The Man with the Iron Fists;2012
Promised Land;2012
Good Deeds;2012
Fun Size;2012
The Perks of Being a Wallflower;2012
Think Like a Man;2012
Act of Valor;2012
Chronicle;2012
Project X;2012
Katy Perry: Part of Me;2012
Arbitrage;2012
Darling Companion;2012
LOL;2012
Sparkle;2012
Mud;2012
Seeking a Friend for the End of the World;2012
The Collection;2012
Atlas Shrugged II: The Strike;2012
The Iceman;2012
Magic Mike;2012
The Words;2012
Casa de mi Padre;2012
Deadfall;2012
Freaky Deaky;2012
Trade of Innocents;2012
Paranormal Activity 4;2012
Spring Breakers;2012
Should've Been Romeo;2012
No Vacancy;2012
How to Fall in Love;2012
Day One;2012
Sinister;2012
Frances Ha;2012
Bachelorette;2012
Tim and Eric's Billion Dollar Movie;2012
2016: Obama's America;2012
Robot & Frank;2012
Supercapitalist;2012
Small Apartments;2012
The Ghastly Love of Johnny X;2012
Beasts of the Southern Wild;2012
Dysfunctional Friends;2012
The Lords of Salem;2012
Filly Brown;2012
Blue Like Jazz;2012
Chernobyl Diaries;2012
The Devil Inside;2012
The Sessions;2012
Hardflip;2012
Snow White: A Deadly Summer;2012
Black Rock;2012
The Brass Teapot;2012
For a Good Time, Call...;2012
Celeste & Jesse Forever;2012
Vessel;2012
Safety Not Guaranteed;2012
After;2012
Deceptive Practice: The Mysteries and Mentors of Ricky Jay;2012
The Other Dream Team;2012
Detention of the Dead;2012
Girls Gone Dead;2012
Compliance;2012
The Frozen;2012
Burn;2012
Middle of Nowhere;2012
Theresa Is a Mother;2012
Archaeology of a Woman;2012
Supporting Characters;2012
Hayride;2012
Run, Hide, Die;2012
"Sanctuary; Quite a Conundrum";2012
Shanghai Calling;2012
The Lone Ranger;2013
Man of Steel;2013
The Hobbit: The Desolation of Smaug;2013
Iron Man 3;2013
Monsters University;2013
Oz the Great and Powerful;2013
World War Z;2013
Star Trek Into Darkness;2013
Jack the Giant Slayer;2013
Pacific Rim;2013
47 Ronin;2013
Frozen;2013
Thor: The Dark World;2013
White House Down;2013
G.I. Joe: Retaliation;2013
Turbo;2013
The Hunger Games: Catching Fire;2013
After Earth;2013
R.I.P.D.;2013
Elysium;2013
Oblivion;2013
The Wolverine;2013
The Croods;2013
The Smurfs 2;2013
Ender's Game;2013
Epic;2013
The Wolf of Wall Street;2013
A Good Day to Die Hard;2013
The Secret Life of Walter Mitty;2013
Percy Jackson: Sea of Monsters;2013
RED 2;2013
Grown Ups 2;2013
Walking with Dinosaurs 3D;2013
Cloudy with a Chance of Meatballs 2;2013
Despicable Me 2;2013
Now You See Me;2013
Olympus Has Fallen;2013
Legends of Oz: Dorothy's Return;2013
Escape Plan;2013
2 Guns;2013
Gangster Squad;2013
The Mortal Instruments: City of Bones;2013
The Internship;2013
Captain Phillips;2013
Free Birds;2013
Anchorman 2: The Legend Continues;2013
The Host;2013
Beautiful Creatures;2013
Prisoners;2013
The Heat;2013
American Hustle;2013
Lone Survivor;2013
42;2013
Escape from Planet Earth;2013
Grudge Match;2013
Riddick;2013
We're the Millers;2013
Identity Thief;2013
Saving Mr. Banks;2013
Broken City;2013
Parker;2013
This Is the End;2013
The Big Wedding;2013
The Incredible Burt Wonderstone;2013
Lee Daniels' The Butler;2013
Warm Bodies;2013
Carrie;2013
Side Effects;2013
The Last Stand;2013
Runner Runner;2013
Dead Man Down;2013
Last Vegas;2013
Safe Haven;2013
Kick-Ass 2;2013
Pain & Gain;2013
The Fifth Estate;2013
A Madea Christmas;2013
August: Osage County;2013
The Counselor;2013
Her;2013
Delivery Man;2013
Homefront;2013
Out of the Furnace;2013
The Conjuring;2013
12 Years a Slave;2013
Texas Chainsaw 3D;2013
Scary Movie 5;2013
Battle of the Year;2013
The Frozen Ground;2013
The Book Thief;2013
Blue Jasmine;2013
Getaway;2013
Labor Day;2013
Metallica Through the Never;2013
Black Nativity;2013
The Best Man Holiday;2013
Evil Dead;2013
The Immigrant;2013
Bad Grandpa;2013
Snitch;2013
Peeples;2013
21 & Over;2013
Admission;2013
The Call;2013
Nebraska;2013
Inside Llewyn Davis;2013
One Direction: This Is Us;2013
Movie 43;2013
Bad Words;2013
Nurse 3D;2013
Baggage Claim;2013
The Haunting in Connecticut 2: Ghosts of Georgia;2013
All Is Lost;2013
Enough Said;2013
Begin Again;2013
Don Jon;2013
Insidious: Chapter 2;2013
Dallas Buyers Club;2013
Oculus;2013
The Way Way Back;2013
Hansel & Gretel Get Baked;2013
Joe;2013
Sharknado;2013
Batman: The Dark Knight Returns, Part 2;2013
The Purge;2013
Before Midnight;2013
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo;2013
Enter the Dangerous Mind;2013
A Haunted House;2013
Kevin Hart: Let Me Explain;2013
The Spectacular Now;2013
Plush;2013
Coffee Town;2013
All Is Bright;2013
Straight A's;2013
Living Dark: The Story of Ted the Caver;2013
Grace Unplugged;2013
The To Do List;2013
Once Upon a Time in Queens;2013
Home Run;2013
The Knife of Don Juan;2013
The Green Inferno;2013
20 Feet from Stardom;2013
Palo Alto;2013
Zombie Hunter;2013
Fruitvale Station;2013
1982;2013
Escape from Tomorrow;2013
Treachery;2013
Water & Power;2013
The Maid's Room;2013
Drinking Buddies;2013
Mutual Friends;2013
Roadside;2013
Blue Ruin;2013
The Canyons;2013
UnDivided;2013
Along the Roadside;2013
Aroused;2013
Cheap Thrills;2013
Echo Dr.;2013
Bending Steel;2013
This Is Martin Bonner;2013
A True Story;2013
Her Cry: La Llorona Investigation;2013
Dry Spell;2013
A Plague So Pleasant;2013
Transformers: Age of Extinction;2014
The Amazing Spider-Man 2;2014
X-Men: Days of Future Past;2014
Edge of Tomorrow;2014
Maleficent;2014
Dawn of the Planet of the Apes;2014
Captain America: The Winter Soldier;2014
Big Hero 6;2014
Guardians of the Galaxy;2014
Interstellar;2014
Mr. Peabody & Sherman;2014
How to Train Your Dragon 2;2014
Penguins of Madagascar;2014
Noah;2014
Night at the Museum: Secret of the Tomb;2014
The Hunger Games: Mockingjay - Part 1;2014
Rio 2;2014
RoboCop;2014
Teenage Mutant Ninja Turtles;2014
300: Rise of an Empire;2014
Hercules;2014
The Expendables 3;2014
Seventh Son;2014
Divergent;2014
Fury;2014
The Monuments Men;2014
Dracula Untold;2014
The Legend of Hercules;2014
Need for Speed;2014
Unbroken;2014
Annie;2014
Sin City: A Dame to Kill For;2014
Gone Girl;2014
Jack Ryan: Shadow Recruit;2014
The Boxtrolls;2014
Winter's Tale;2014
American Sniper;2014
The Equalizer;2014
Muppets Most Wanted;2014
22 Jump Street;2014
Into the Woods;2014
The Book of Life;2014
Into the Storm;2014
The Judge;2014
Blended;2014
The Interview;2014
Dumb and Dumber To;2014
The Other Woman;2014
Horrible Bosses 2;2014
Jersey Boys;2014
Sex Tape;2014
A Million Ways to Die in the West;2014
Dolphin Tale 2;2014
Sabotage;2014
The Maze Runner;2014
The Grand Budapest Hotel;2014
Get on Up;2014
Deliver Us from Evil;2014
Alexander and the Terrible, Horrible, No Good, Very Bad Day;2014
3 Days to Kill;2014
A Walk Among the Tombstones;2014
The Best of Me;2014
Ride Along;2014
Million Dollar Arm;2014
The Gambler;2014
Draft Day;2014
Red Sky;2014
Think Like a Man Too;2014
The Hundred-Foot Journey;2014
Son of God;2014
Tammy;2014
This Is Where I Leave You;2014
Endless Love;2014
Inherent Vice;2014
A Most Violent Year;2014
Dwegons and Leprechauns;2014
Neighbors;2014
Left Behind;2014
Birdman or (The Unexpected Virtue of Ignorance);2014
And So It Goes;2014
The Prince;2014
Let's Be Cops;2014
The Homesman;2014
Wild;2014
When the Game Stands Tall;2014
The November Man;2014
Freedom;2014
St. Vincent;2014
About Last Night;2014
No Good Deed;2014
Earth to Echo;2014
The Fault in Our Stars;2014
Top Five;2014
Heaven Is for Real;2014
If I Stay;2014
Big Eyes;2014
Black or White;2014
While We're Young;2014
Rosewater;2014
Elsa & Fred;2014
The Purge: Anarchy;2014
Nightcrawler;2014
That Awkward Moment;2014
Swelter;2014
Devil's Due;2014
Beyond the Lights;2014
Alpha and Omega 4: The Legend of the Saw Toothed Cave;2014
Annabelle;2014
Wish I Was Here;2014
Song One;2014
Animals;2014
Ouija;2014
Paranormal Activity: The Marked Ones;2014
As Above, So Below;2014
Addicted;2014
Still Alice;2014
Kill the Messenger;2014
Atlas Shrugged: Who Is John Galt?;2014
Rudderless;2014
Henry & Me;2014
Let's Kill Ward's Wife;2014
Moms' Night Out;2014
Falcon Rising;2014
Boyhood;2014
A Haunted House 2;2014
Wicked Blood;2014
Whiplash;2014
The Opposite Sex;2014
Tusk;2014
They Came Together;2014
Something Wicked;2014
Amnesiac;2014
The Calling;2014
8 Days;2014
Always Woodstock;2014
It Follows;2014
The Last Five Years;2014
Out of the Dark;2014
Unsullied;2014
House at the End of the Drive;2014
Da Sweet Blood of Jesus;2014
The Algerian;2014
Unfriended;2014
The Skeleton Twins;2014
Obvious Child;2014
I Origins;2014
Hits;2014
Doc Holliday's Revenge;2014
A Fine Step;2014
Ask Me Anything;2014
Food Chains;2014
Not Cool;2014
Destiny;2014
The Sisterhood of Night;2014
The Hadza: Last of the First;2014
Light from the Darkroom;2014
Good Kill;2014
The Outrageous Sophie Tucker;2014
The Sound and the Shadow;2014
Born to Fly: Elizabeth Streb vs. Gravity;2014
Rise of the Entrepreneur: The Search for a Better Way;2014
Love in the Time of Monsters;2014
Locker 13;2014
Amidst the Devil's Wings;2014
Horse Camp;2014
Give Me Shelter;2014
Solitude;2014
H.;2014
Butterfly Girl;2014
Perfect Cowboy;2014
Top Spin;2014
An American in Hollywood;2014
Dude, Where's My Dog?!;2014
The Past is a Grotesque Animal;2014
Happy Christmas;2014
Tiger Orange;2014
The Signal;2014
The Image Revolution;2014
Dawn of the Crescent Moon;2014
Avengers: Age of Ultron;2015
Jurassic World;2015
Furious 7;2015
The Good Dinosaur;2015
Jupiter Ascending;2015
Inside Out;2015
Tomorrowland;2015
The Hunger Games: Mockingjay - Part 2;2015
Terminator Genisys;2015
Pan;2015
The Revenant;2015
Ant-Man;2015
Home;2015
Fantastic Four;2015
San Andreas;2015
Insurgent;2015
The Martian;2015
Point Break;2015
In the Heart of the Sea;2015
The Peanuts Movie;2015
Cinderella;2015
Alvin and the Chipmunks: The Road Chip;2015
Pixels;2015
Hotel Transylvania 2;2015
The Last Witch Hunter;2015
The Man from U.N.C.L.E.;2015
Minions;2015
The SpongeBob Movie: Sponge Out of Water;2015
Blackhat;2015
Ted 2;2015
Focus;2015
The Hateful Eight;2015
The Scorch Trials;2015
Joy;2015
Goosebumps;2015
The Ridiculous 6;2015
Black Mass;2015
Daddy's Home;2015
Run All Night;2015
Chappie;2015
Victor Frankenstein;2015
Fifty Shades of Grey;2015
Get Hard;2015
The Intern;2015
Bridge of Spies;2015
The Gunman;2015
Paul Blart: Mall Cop 2;2015
Creed;2015
Aloha;2015
Heist;2015
Hot Pursuit;2015
The Walk;2015
Unfinished Business;2015
The Longest Ride;2015
Vacation;2015
Sicario;2015
Southpaw;2015
The Age of Adaline;2015
Wild Card;2015
Pitch Perfect 2;2015
Straight Outta Compton;2015
The Big Short;2015
Our Brand Is Crisis;2015
Accidental Love;2015
Self/less;2015
Max;2015
Spotlight;2015
Secret in Their Eyes;2015
Burnt;2015
Courage;2015
By the Sea;2015
Survivor;2015
Love the Coopers;2015
McFarland, USA;2015
Krampus;2015
Magic Mike XXL;2015
Broken Horses;2015
Hot Tub Time Machine 2;2015
The Vatican Tapes;2015
Paper Towns;2015
Project Almanac;2015
10 Days in a Madhouse;2015
Dancin' It's On;2015
Sinister 2;2015
The Gift;2015
Danny Collins;2015
Re-Kill;2015
Into the Grizzly Maze;2015
The DUFF;2015
Anomalisa;2015
Dope;2015
Freeheld;2015
Criminal Activities;2015
Goddess of Love;2015
The Lazarus Effect;2015
No Escape;2015
90 Minutes in Heaven;2015
Green Room;2015
The Visit;2015
Area 51;2015
Christmas Eve;2015
Running Forever;2015
Navy Seals vs. Zombies;2015
R.L. Stine's Monsterville: The Cabinet of Souls;2015
Maggie;2015
The Boy Next Door;2015
Zipper;2015
Chain of Command;2015
The Witch;2015
Time to Choose;2015
Demonic;2015
AWOL-72;2015
Close Range;2015
Unnatural;2015
Do You Believe?;2015
Mi America;2015
Sharkskin;2015
The Timber;2015
Captive;2015
The Diary of a Teenage Girl;2015
Stonewall;2015
Circle;2015
The Walking Deceased;2015
The Curse of Downers Grove;2015
Shark Lake;2015
The Marine 4: Moving Target;2015
Brotherly Love;2015
Road Hard;2015
Me You and Five Bucks;2015
Growing Up Smith;2015
Checkmate;2015
#Horror;2015
Wind Walkers;2015
The Wicked Within;2015
Bleeding Hearts;2015
Creative Control;2015
Fear Clinic;2015
The Horror Network Vol. 1;2015
American Hero;2015
Windsor Drive;2015
Adulterers;2015
Walter;2015
America Is Still the Place;2015
Subconscious;2015
Diamond Ruff;2015
Rotor DR1;2015
The Looking Glass;2015
Teeth and Blood;2015
Western Religion;2015
Shooting the Warwicks;2015
Heroes of Dirt;2015
Antarctic Edge: 70° South;2015
Romantic Schemer;2015
The Gallows;2015
Queen Crab;2015
Counting;2015
Dutch Kills;2015
Exeter;2015
Batman v Superman: Dawn of Justice;2016
Captain America: Civil War;2016
Star Trek Beyond;2016
The Legend of Tarzan;2016
X-Men: Apocalypse;2016
Suicide Squad;2016
Independence Day: Resurgence;2016
Alice Through the Looking Glass;2016
Warcraft;2016
Ghostbusters;2016
Kung Fu Panda 3;2016
Gods of Egypt;2016
The Huntsman: Winter's War;2016
Teenage Mutant Ninja Turtles: Out of the Shadows;2016
Allegiant;2016
Ben-Hur;2016
Now You See Me 2;2016
The Angry Birds Movie;2016
The Finest Hours;2016
Deadpool;2016
Central Intelligence;2016
13 Hours;2016
Free State of Jones;2016
Zoolander 2;2016
The Conjuring 2;2016
Ride Along 2;2016
The 5th Wave;2016
How to Be Single;2016
Neighbors 2: Sorority Rising;2016
Sausage Party;2016
The Boss;2016
Pride and Prejudice and Zombies;2016
Money Monster;2016
Jane Got a Gun;2016
Bad Moms;2016
Risen;2016
Nerve;2016
Triple 9;2016
Fight Valley;2016
Indignation;2016
My Big Fat Greek Wedding 2;2016
Restoration;2016
I Am Wrath;2016
The Young Messiah;2016
Ben-Hur;2016
Keanu;2016
Miracles from Heaven;2016
The Shallows;2016
Dirty Grandpa;2016
Misconduct;2016
